lang,script,N,logN,H,zH,peak,k_close,d_nn,nn_lang,d_up,target_lang,up_resratio,support_val,fp_val,magnet_ratio,category
nds_Latn,Latn,100000,5.0,2.9636,1.577,0.2,223,0.287,ksh_Latn,,,,107,45,0.417,head
ndy_Latn,Latn,6763,3.83,2.8545,0.049,0.2,76,0.7912,diu_Latn,0.9862,knc_Latn,0.7229,8,0,0.0,mid
ndz_Latn,Latn,17783,4.25,2.7906,-0.844,0.2,1,0.9897,eto_Latn,1.147,yor_Latn,0.1778,16,0,0.0,mid
neb_Latn,Latn,13396,4.127,2.8097,-0.577,0.2,18,0.8725,mev_Latn,1.0693,kpe_Latn,0.171,15,0,0.0,mid
new_Deva,Deva,25626,4.409,2.8526,-0.184,0.2,42,0.3496,anp_Deva,0.3972,san_Deva,0.2563,17,8,0.444,head
nfa_Latn,Latn,17143,4.234,2.8464,-0.064,0.2,36,0.9086,hvn_Latn,1.0905,jav_Latn,0.1714,18,1,0.053,mid
nfr_Latn,Latn,13480,4.13,2.8239,-0.379,0.2,57,0.8652,mgm_Latn,0.9143,dyi_Latn,0.7572,15,0,0.0,mid
ngb_Latn,Latn,3303,3.519,2.9664,1.616,0.2,165,0.5927,mev_Latn,0.7806,sag_Latn,0.033,4,6,1.2,mid
ngc_Latn,Latn,11049,4.043,2.9047,0.752,0.2,126,0.7305,lin_Latn,0.7305,lin_Latn,0.1105,7,2,0.25,mid
ngl_Latn,Latn,100000,5.0,2.918,0.939,0.2,91,0.2828,vmw_Latn,,,,139,0,0.0,head
ngp_Latn,Latn,17827,4.251,2.95,1.386,0.2,168,0.2357,ziw_Latn,0.2357,ziw_Latn,0.9999,10,0,0.0,twin
ngu_Latn,Latn,100000,5.0,2.8802,0.41,0.2,22,0.3335,ncx_Latn,,,,120,0,0.0,head
nhd_Latn,Latn,13486,4.13,2.8802,0.409,0.2,53,0.3134,gug_Latn,0.3134,gug_Latn,0.1349,13,16,1.143,mid
nhe_Latn,Latn,28871,4.46,2.8396,-0.159,0.2,12,0.1524,nhw_Latn,0.5122,nch_Latn,0.2887,13,1,0.071,twin
nhg_Latn,Latn,16904,4.228,2.8534,0.034,0.2,46,0.7741,nuz_Latn,0.9119,nhw_Latn,0.9488,11,0,0.0,mid
nhi_Latn,Latn,18600,4.27,2.8338,-0.24,0.2,40,0.4988,nah_Latn,0.6001,ncj_Latn,0.186,17,4,0.222,head
nhk_Latn,Latn,3218,3.508,3.058,2.898,0.2,167,0.3997,nhx_Latn,0.3997,nhx_Latn,0.0903,2,9,3.0,flat_magnet
nho_Latn,Latn,24502,4.389,2.8011,-0.698,0.2,13,0.863,tkl_Latn,0.9866,mri_Latn,0.3355,12,0,0.0,head
nhr_Latn,Latn,17751,4.249,2.8053,-0.639,0.2,21,0.9183,zpj_Latn,1.2094,bjn_Latn,0.6419,14,0,0.0,mid
nhu_Latn,Latn,17806,4.251,2.8207,-0.424,0.2,19,0.9033,mev_Latn,1.0503,bam_Latn,0.9523,13,0,0.0,mid
nhw_Latn,Latn,17816,4.251,2.8485,-0.034,0.2,28,0.1524,nhe_Latn,0.1524,nhe_Latn,0.6171,12,8,0.615,twin
nhx_Latn,Latn,35642,4.552,2.8535,0.035,0.2,10,0.3997,nhk_Latn,0.9666,ngu_Latn,0.3564,12,1,0.077,head
nhy_Latn,Latn,17810,4.251,2.8745,0.329,0.2,49,0.4422,ncx_Latn,0.4422,ncx_Latn,0.1781,9,1,0.1,mid
nia_Latn,Latn,100000,5.0,2.8845,0.47,0.2,40,0.8801,mlu_Latn,,,,205,1,0.005,head
nif_Latn,Latn,10209,4.009,2.8203,-0.43,0.2,40,0.8855,zpj_Latn,1.1169,yut_Latn,0.3592,5,0,0.0,mid
nii_Latn,Latn,30695,4.487,2.7354,-1.617,0.2,1,0.9535,whg_Latn,1.3125,jav_Latn,0.307,4,0,0.0,head
nij_Latn,Latn,13418,4.128,2.9045,0.749,0.2,84,0.7965,bjn_Latn,0.7965,bjn_Latn,0.4852,14,0,0.0,mid
nim_Latn,Latn,17845,4.252,2.8895,0.54,0.2,69,0.7729,kam_Latn,0.7729,kam_Latn,0.1784,6,0,0.0,mid
nin_Latn,Latn,24556,4.39,2.7985,-0.734,0.2,29,0.9072,swb_Latn,0.9776,kin_Latn,0.2456,7,0,0.0,head
nio_Cyrl,Cyrl,90,1.959,3.5874,9.462,0.2,323,0.218,sel_Cyrl,0.218,sel_Cyrl,0.8108,0,0,0.0,flat_magnet
niq_Latn,Latn,30088,4.478,2.916,0.91,0.2,55,0.1866,sgc_Latn,0.9677,mas_Latn,0.9418,29,2,0.067,head
niu_Latn,Latn,100000,5.0,2.8082,-0.598,0.2,12,0.613,tkl_Latn,,,,440,0,0.0,head
niy_Latn,Latn,11062,4.044,2.8091,-0.585,0.2,22,0.9453,log_Latn,1.0906,vut_Latn,0.6223,9,0,0.0,mid
njb_Latn,Latn,10983,4.041,2.8411,-0.138,0.2,52,0.8526,npi_Latn,1.0091,bjn_Latn,0.3971,14,0,0.0,mid
njm_Latn,Latn,30730,4.488,2.7935,-0.804,0.2,20,0.7227,nri_Latn,1.1109,sot_Latn,0.4191,34,0,0.0,head
njn_Latn,Latn,29912,4.476,2.821,-0.42,0.2,26,0.8637,mni_Latn,0.9721,tcz_Latn,0.4358,34,1,0.029,head
njo_Latn,Latn,30731,4.488,2.801,-0.699,0.2,23,0.9166,ory_Latn,1.0866,jav_Latn,0.3073,24,0,0.0,head
njz_Latn,Latn,11038,4.043,2.8064,-0.624,0.2,42,0.8622,mus_Latn,1.068,jbo_Latn,0.8874,12,1,0.077,mid
nkf_Latn,Latn,6762,3.83,2.8805,0.413,0.2,97,0.7579,mni_Latn,0.8837,aim_Latn,0.6121,6,0,0.0,mid
nki_Latn,Latn,11061,4.044,2.9016,0.709,0.2,97,0.2168,pck_Latn,0.2168,pck_Latn,0.295,12,0,0.0,mid
nko_Latn,Latn,17654,4.247,2.794,-0.797,0.2,19,0.7928,kdh_Latn,1.0094,naw_Latn,0.9903,10,0,0.0,mid
nla_Latn,Latn,233,2.369,3.6291,10.89,0.2,903,0.1917,ldn_Latn,0.2211,aqz_Latn,0.8598,0,0,0.0,flat_magnet
nlc_Latn,Latn,13403,4.127,2.8592,0.116,0.2,42,0.9072,kdr_Latn,1.022,mad_Latn,0.3008,14,0,0.0,mid
nld_Latn,Latn,100000,5.0,2.9428,1.285,0.2,160,0.274,zea_Latn,,,,3557,32,0.009,head
nlg_Latn,Latn,16692,4.223,2.8779,0.378,0.2,79,0.7411,bgt_Latn,0.9666,bnp_Latn,0.4702,9,0,0.0,mid
nma_Latn,Latn,11038,4.043,2.8057,-0.634,0.2,38,0.9035,vot_Latn,1.0952,nst_Latn,0.3606,12,0,0.0,mid
nmf_Latn,Latn,30733,4.488,2.8336,-0.243,0.2,39,0.8387,mni_Latn,0.9888,tcz_Latn,0.4478,35,2,0.056,head
nmh_Latn,Latn,11056,4.044,2.8443,-0.093,0.2,68,0.6398,nmo_Latn,0.9461,anm_Latn,0.3597,13,0,0.0,mid
nmo_Latn,Latn,11055,4.044,2.8404,-0.148,0.2,64,0.6398,nmh_Latn,0.6398,nmh_Latn,0.9999,11,0,0.0,mid
nmw_Latn,Latn,3113,3.493,2.9824,1.839,0.2,130,0.6983,eto_Latn,0.8034,mpx_Latn,0.1105,1,0,0.0,mid
nmz_Latn,Latn,13452,4.129,2.8123,-0.542,0.2,43,0.8812,otw_Latn,0.9746,vag_Latn,0.7545,10,1,0.091,mid
nnb_Latn,Latn,83880,4.924,2.9375,1.212,0.2,155,0.3993,koo_Latn,0.3993,koo_Latn,0.8388,77,0,0.0,head
nng_Latn,Latn,11050,4.043,2.8404,-0.147,0.2,47,0.8173,mni_Latn,0.9766,lmk_Latn,0.6201,13,0,0.0,mid
nnh_Latn,Latn,10903,4.038,2.8291,-0.306,0.2,26,0.8968,zpj_Latn,0.932,ybb_Latn,0.8908,13,0,0.0,mid
nnl_Latn,Latn,29935,4.476,2.8375,-0.188,0.2,43,0.8532,nre_Latn,0.8532,nre_Latn,0.9978,28,0,0.0,head
nno_Latn,Latn,100000,5.0,2.9644,1.588,0.2,219,0.1448,nob_Latn,,,,386,182,0.47,twin
nnp_Latn,Latn,11050,4.043,2.822,-0.405,0.2,45,0.8782,kas_Latn,1.0359,nbe_Latn,0.9989,8,0,0.0,mid
nnq_Latn,Latn,17827,4.251,2.9403,1.25,0.2,166,0.6784,kde_Latn,0.6784,kde_Latn,0.662,6,0,0.0,mid
nnw_Latn,Latn,17675,4.247,2.7666,-1.181,0.2,0,1.0065,zpj_Latn,1.1459,xsm_Latn,0.7224,16,0,0.0,mid
noa_Latn,Latn,35324,4.548,2.8148,-0.507,0.2,0,1.0054,goh_Latn,1.2261,bar_Latn,0.3532,16,0,0.0,head
nob_Latn,Latn,100000,5.0,2.9314,1.126,0.2,188,0.1448,nno_Latn,,,,2315,175,0.076,twin
nod_Thai,Thai,11038,4.043,2.6945,-2.17,0.2,1,0.5763,tha_Thai,0.5763,tha_Thai,0.1104,10,9,0.818,mid
nog_Cyrl,Cyrl,19172,4.283,2.8858,0.212,0.2,56,0.4685,crh_Cyrl,0.4685,crh_Cyrl,0.492,11,1,0.083,head
non_Latn,Latn,502,2.702,3.3405,6.85,0.2,535,0.3228,goh_Latn,0.3339,isl_Latn,0.005,1,4,2.0,flat_magnet
nop_Latn,Latn,31774,4.502,2.8388,-0.17,0.2,11,0.9687,thv_Latn,1.2147,ach_Latn,0.741,17,0,0.0,head
not_Latn,Latn,24235,4.384,2.8188,-0.45,0.2,7,0.7238,cni_Latn,0.7238,cni_Latn,0.7414,5,0,0.0,head
nou_Latn,Latn,30588,4.486,2.7959,-0.771,0.2,2,0.5692,bhg_Latn,1.2219,jav_Latn,0.3059,5,0,0.0,head
nov_Latn,Latn,1813,3.259,3.1744,4.526,0.2,572,0.2895,ile_Latn,0.2895,ile_Latn,0.1258,2,45,15.0,flat_magnet
nph_Latn,Latn,11061,4.044,2.7939,-0.799,0.2,40,0.7874,nbe_Latn,0.7874,nbe_Latn,0.9999,12,0,0.0,mid
npi_Deva,Deva,100000,5.0,2.8704,0.061,0.2,30,0.1815,dty_Deva,,,,238,3,0.013,head
npi_Latn,Latn,359,2.556,3.504,9.139,0.2,1127,0.2542,ory_Latn,0.2542,ory_Latn,0.8253,0,1,1.0,flat_magnet
npl_Latn,Latn,24576,4.391,2.8733,0.313,0.2,48,0.4141,nsu_Latn,0.4184,ncx_Latn,0.2458,16,5,0.294,head
npo_Latn,Latn,11061,4.044,2.7525,-1.378,0.2,30,0.7977,nri_Latn,1.0153,yim_Latn,0.3601,13,0,0.0,mid
npy_Latn,Latn,13254,4.122,2.9017,0.71,0.2,73,0.7407,bhz_Latn,0.8589,lew_Latn,0.9904,14,0,0.0,mid
nqo_Nkoo,Nkoo,8471,3.928,2.7659,0.0,0.2,0,1.0259,lad_Hebr,,,,6,0,0.0,mid
nre_Latn,Latn,30002,4.477,2.7877,-0.886,0.2,15,0.8461,nri_Latn,0.9843,njm_Latn,0.9763,23,1,0.042,head
nrf_Latn,Latn,6460,3.81,3.0174,2.329,0.2,255,0.2222,fra_Latn,0.2222,fra_Latn,0.0646,5,36,6.0,flat_magnet
nri_Latn,Latn,11054,4.044,2.8264,-0.344,0.2,77,0.7227,njm_Latn,0.7227,njm_Latn,0.3597,10,0,0.0,mid
nsa_Latn,Latn,11044,4.043,2.7869,-0.896,0.2,40,0.7312,yim_Latn,0.7312,yim_Latn,0.3595,11,1,0.083,mid
nse_Latn,Latn,93386,4.97,2.944,1.302,0.2,166,0.3504,nya_Latn,0.3504,nya_Latn,0.9339,97,30,0.306,head
nsm_Latn,Latn,29995,4.477,2.8341,-0.237,0.2,30,0.8992,ndh_Latn,1.0151,xho_Latn,0.2999,34,0,0.0,head
nsn_Latn,Latn,24366,4.387,2.878,0.379,0.2,43,0.881,mgm_Latn,1.0455,sun_Latn,0.2437,9,0,0.0,head
nso_Latn,Latn,100000,5.0,2.8669,0.222,0.2,89,0.2753,tsn_Latn,,,,1651,2,0.001,head
nss_Latn,Latn,5620,3.75,2.9243,1.027,0.2,96,0.7543,ktm_Latn,0.7543,ktm_Latn,0.9092,4,0,0.0,mid
nst_Latn,Latn,30606,4.486,2.8579,0.096,0.2,23,0.9273,kas_Latn,1.0571,vro_Latn,0.5983,29,0,0.0,head
nsu_Latn,Latn,17790,4.25,2.8714,0.286,0.2,50,0.4141,npl_Latn,0.4141,npl_Latn,0.7239,9,0,0.0,mid
ntp_Latn,Latn,17357,4.239,2.7529,-1.372,0.2,4,0.9638,tzl_Latn,1.2519,srd_Latn,0.3563,11,0,0.0,mid
ntr_Latn,Latn,17764,4.25,2.807,-0.615,0.2,21,0.9204,mev_Latn,1.0552,gur_Latn,0.2294,16,0,0.0,mid
ntu_Latn,Latn,12626,4.101,2.7257,-1.754,0.2,13,0.9399,kas_Latn,1.1781,ile_Latn,0.876,6,0,0.0,mid
nuj_Latn,Latn,8313,3.92,2.9698,1.663,0.2,179,0.5053,gwr_Latn,0.5186,lsm_Latn,0.6145,9,1,0.1,mid
nus_Latn,Latn,14391,4.158,2.8499,-0.015,0.2,62,0.7437,dik_Latn,0.7437,dik_Latn,0.3558,9,0,0.0,mid
nuy_Latn,Latn,11270,4.052,2.8287,-0.311,0.2,20,0.9279,otw_Latn,1.1236,bvr_Latn,0.6356,12,0,0.0,mid
nuz_Latn,Latn,1598,3.204,3.05,2.785,0.2,145,0.502,ngu_Latn,0.502,ngu_Latn,0.016,1,0,0.0,mid
nvm_Latn,Latn,22498,4.352,2.7954,-0.777,0.2,11,0.7333,bbb_Latn,1.156,eus_Latn,0.225,7,0,0.0,head
nwb_Latn,Latn,13165,4.119,2.7861,-0.908,0.2,7,0.7245,kyf_Latn,0.7245,kyf_Latn,0.7469,12,0,0.0,mid
nwi_Latn,Latn,17294,4.238,2.833,-0.252,0.2,22,0.8462,tnk_Latn,0.8462,tnk_Latn,0.9761,12,0,0.0,mid
nwx_Deva,Deva,16773,4.225,2.7477,-1.632,0.2,29,0.4806,new_Deva,0.4806,new_Deva,0.6545,16,0,0.0,mid
nxd_Latn,Latn,11061,4.044,2.9078,0.796,0.2,96,0.3888,lol_Latn,0.8636,lin_Latn,0.1106,12,0,0.0,mid
nya_Latn,Latn,100000,5.0,2.9318,1.131,0.2,181,0.3504,nse_Latn,,,,2173,6,0.003,head
nyf_Latn,Latn,13672,4.136,2.9573,1.488,0.2,181,0.3567,dug_Latn,0.6575,swh_Latn,0.1367,10,0,0.0,mid
nyk_Latn,Latn,100000,5.0,2.9123,0.859,0.2,111,0.648,umb_Latn,,,,253,0,0.0,head
nyn_Latn,Latn,100000,5.0,2.9244,1.028,0.2,102,0.2391,cgg_Latn,,,,207,3,0.014,head
nyo_Latn,Latn,13528,4.131,2.9851,1.877,0.2,156,0.2316,ttj_Latn,0.2316,ttj_Latn,0.1517,16,6,0.353,mid
nyu_Latn,Latn,100000,5.0,2.9115,0.847,0.2,113,0.3257,phm_Latn,,,,144,3,0.021,head
nyy_Latn,Latn,99263,4.997,2.9327,1.144,0.2,123,0.5302,lai_Latn,0.6162,bem_Latn,0.9926,91,0,0.0,head
nza_Latn,Latn,4301,3.634,2.8045,-0.65,0.2,55,0.7979,mev_Latn,1.0095,bmv_Latn,0.3904,7,0,0.0,mid
nzi_Latn,Latn,100000,5.0,2.7658,-1.191,0.2,13,0.5427,sfw_Latn,,,,323,0,0.0,head
nzm_Latn,Latn,30721,4.487,2.8126,-0.537,0.2,9,0.9565,goh_Latn,1.0566,sun_Latn,0.3072,38,0,0.0,head
obo_Latn,Latn,17566,4.245,2.8751,0.338,0.2,49,0.8022,atd_Latn,0.8022,atd_Latn,0.9982,10,0,0.0,mid
oci_Latn,Latn,100000,5.0,3.0076,2.192,0.2,251,0.2148,cat_Latn,,,,119,36,0.3,twin
ogo_Latn,Latn,49629,4.696,2.7839,-0.939,0.2,33,0.8126,mev_Latn,1.0074,ada_Latn,0.4963,39,0,0.0,head
ojb_Cans,Cans,33721,4.528,2.6741,-0.573,0.2,6,0.4096,crm_Cans,,,,15,0,0.0,head
ojb_Latn,Latn,26541,4.424,2.8981,0.66,0.2,40,0.7916,csw_Latn,1.0835,fuv_Latn,0.868,19,0,0.0,head
oke_Latn,Latn,51037,4.708,2.8385,-0.175,0.2,46,0.3661,urh_Latn,0.3661,urh_Latn,0.5104,50,2,0.039,head
oku_Latn,Latn,6760,3.83,2.8107,-0.563,0.2,43,0.8619,mev_Latn,0.9843,nhu_Latn,0.3796,2,0,0.0,mid
okv_Latn,Latn,24041,4.381,2.8163,-0.485,0.2,28,0.8906,mrv_Latn,0.9428,kpr_Latn,0.867,4,0,0.0,head
old_Latn,Latn,13531,4.131,2.9163,0.914,0.2,156,0.3268,vun_Latn,0.3268,vun_Latn,0.7591,12,0,0.0,mid
olo_Latn,Latn,8012,3.904,3.0299,2.504,0.2,286,0.2981,krl_Latn,0.2981,krl_Latn,0.8577,12,17,1.308,mid
omb_Latn,Latn,4266,3.63,2.9172,0.927,0.2,101,0.7397,mrv_Latn,0.923,nlg_Latn,0.2556,6,0,0.0,mid
omw_Latn,Latn,27268,4.436,2.7311,-1.678,0.2,1,0.7731,tbg_Latn,0.7731,tbg_Latn,0.6081,11,0,0.0,head
ong_Latn,Latn,31080,4.492,2.7823,-0.961,0.2,2,0.9964,eto_Latn,1.1947,jav_Latn,0.3108,7,0,0.0,head
ons_Latn,Latn,24539,4.39,2.8324,-0.26,0.2,12,0.97,aqz_Latn,1.0905,mlh_Latn,0.7848,22,0,0.0,head
ood_Latn,Latn,16954,4.229,2.7854,-0.917,0.2,25,0.9243,kas_Latn,1.0892,gsw_Latn,0.1813,21,0,0.0,mid
opm_Latn,Latn,23755,4.376,2.8096,-0.578,0.2,1,0.9962,kas_Latn,1.1276,bjn_Latn,0.859,5,0,0.0,head
orv_Cyrl,Cyrl,27832,4.445,2.808,-0.812,0.2,51,0.2019,chu_Cyrl,0.4438,bul_Cyrl,0.2783,22,30,1.304,twin
ory_Latn,Latn,435,2.639,3.5164,9.313,0.2,1227,0.2542,npi_Latn,0.2796,asm_Latn,0.956,0,1,1.0,flat_magnet
ory_Orya,Orya,100000,5.0,2.6479,0.0,0.2,1,0.6114,jun_Orya,,,,251,0,0.0,head
oss_Cyrl,Cyrl,100000,5.0,2.6953,-2.299,0.2,11,0.8831,sgh_Cyrl,,,,500,0,0.0,head
ota_Arab,Arab,674,2.829,3.5066,13.957,0.2,234,0.1931,lki_Arab,0.4277,acm_Arab,0.1476,0,0,0.0,flat_magnet
otd_Latn,Latn,6719,3.827,2.9191,0.953,0.2,108,0.735,drg_Latn,0.865,bjn_Latn,0.243,6,1,0.143,mid
ote_Latn,Latn,56504,4.752,2.8954,0.622,0.2,42,0.5397,oto_Latn,0.9965,spa_Latn,0.565,57,0,0.0,head
otm_Latn,Latn,17662,4.247,2.8057,-0.634,0.2,23,0.7794,ote_Latn,0.7794,ote_Latn,0.3126,8,0,0.0,mid
otn_Latn,Latn,17786,4.25,2.7892,-0.865,0.2,9,0.8457,otm_Latn,0.849,ote_Latn,0.3148,10,0,0.0,mid
oto_Latn,Latn,4664,3.669,3.0495,2.779,0.2,230,0.5397,ote_Latn,0.5397,ote_Latn,0.0825,3,1,0.25,mid
otq_Latn,Latn,17800,4.25,2.8363,-0.205,0.2,31,0.6029,oto_Latn,0.6226,ote_Latn,0.315,13,0,0.0,mid
ots_Latn,Latn,21473,4.332,2.8572,0.088,0.2,23,0.8509,ote_Latn,0.8509,ote_Latn,0.38,15,1,0.062,head
otw_Latn,Latn,85,1.934,3.7882,13.116,0.2,1209,0.1093,ldn_Latn,0.1093,ldn_Latn,0.8019,0,0,0.0,flat_magnet
oym_Latn,Latn,10692,4.029,2.8464,-0.063,0.2,27,0.8245,tpn_Latn,1.0126,kyz_Latn,0.6302,9,0,0.0,mid
ozm_Latn,Latn,13451,4.129,2.8425,-0.118,0.2,22,0.9258,eto_Latn,1.0406,bss_Latn,0.7568,12,0,0.0,mid
pab_Latn,Latn,17824,4.251,2.7921,-0.823,0.2,26,0.9164,asm_Latn,1.1578,ter_Latn,0.996,10,0,0.0,mid
pad_Latn,Latn,24093,4.382,2.8036,-0.663,0.2,2,0.9756,ory_Latn,1.1942,mcq_Latn,0.7706,7,0,0.0,head
pag_Latn,Latn,100000,5.0,2.9762,1.753,0.2,225,0.6481,kak_Latn,,,,1013,4,0.004,head
pah_Latn,Latn,17258,4.237,2.8305,-0.287,0.2,28,0.8714,tpw_Latn,0.9449,gun_Latn,0.9638,10,0,0.0,mid
pam_Latn,Latn,34170,4.534,2.9899,1.944,0.2,234,0.6621,fil_Latn,0.6621,fil_Latn,0.3417,19,1,0.05,head
pan_Guru,Guru,100000,5.0,2.5834,0.0,0.2,0,1.3206,csw_Cans,,,,605,0,0.0,head
pan_Latn,Latn,4064,3.609,3.1254,3.841,0.2,547,0.3648,mar_Latn,0.3748,guj_Latn,0.9985,5,5,0.833,mid
pao_Latn,Latn,15679,4.195,2.8004,-0.708,0.2,25,0.9355,diu_Latn,1.1373,mny_Latn,0.3745,15,1,0.062,mid
pap_Latn,Latn,100000,5.0,2.9646,1.59,0.2,217,0.534,lad_Latn,,,,1291,1,0.001,head
pau_Latn,Latn,100000,5.0,2.8022,-0.683,0.2,15,0.9512,nov_Latn,,,,138,2,0.014,head
pbb_Latn,Latn,17747,4.249,2.8124,-0.54,0.2,22,0.9271,kdr_Latn,1.2141,fur_Latn,0.3844,23,0,0.0,mid
pbc_Latn,Latn,13500,4.13,2.8128,-0.534,0.2,30,0.9113,thv_Latn,1.0638,ake_Latn,0.7588,13,0,0.0,mid
pbi_Latn,Latn,13371,4.126,2.8372,-0.192,0.2,34,0.8545,hig_Latn,0.8545,hig_Latn,0.989,17,0,0.0,mid
pbt_Arab,Arab,80648,4.907,2.8601,0.417,0.2,27,0.4774,glk_Arab,0.5043,fas_Arab,0.8065,76,9,0.117,head
pcd_Latn,Latn,2213,3.345,3.2225,5.199,0.2,434,0.2648,nrf_Latn,0.2648,nrf_Latn,0.3426,2,37,12.333,flat_magnet
pck_Latn,Latn,37494,4.574,2.8898,0.544,0.2,71,0.2168,nki_Latn,0.2436,zom_Latn,0.7742,36,1,0.027,head
pcm_Latn,Latn,33265,4.522,2.9769,1.763,0.2,207,0.2583,wes_Latn,0.2583,wes_Latn,0.5048,26,32,1.185,head
pdc_Latn,Latn,13498,4.13,2.8502,-0.011,0.2,104,0.7017,bar_Latn,0.7017,bar_Latn,0.135,13,1,0.071,mid
pdt_Latn,Latn,100000,5.0,2.8379,-0.182,0.2,48,0.4948,nds_Latn,,,,121,9,0.074,head
pem_Latn,Latn,8343,3.921,2.9352,1.178,0.2,208,0.687,sbs_Latn,0.7262,lua_Latn,0.0834,8,0,0.0,mid
pfe_Latn,Latn,15290,4.184,2.794,-0.798,0.2,26,0.9274,zpj_Latn,1.0962,vut_Latn,0.8601,14,0,0.0,mid
pfl_Latn,Latn,8500,3.929,2.9811,1.821,0.2,294,0.2042,gsw_Latn,0.2042,gsw_Latn,0.0909,4,22,4.4,flat_magnet
phm_Latn,Latn,38316,4.583,2.9413,1.265,0.2,177,0.3257,nyu_Latn,0.3257,nyu_Latn,0.3832,34,6,0.171,head
pib_Latn,Latn,25109,4.4,2.8232,-0.388,0.2,45,0.847,npi_Latn,1.002,swh_Latn,0.2511,18,0,0.0,head
pio_Latn,Latn,17469,4.242,2.7871,-0.894,0.2,1,0.9338,aca_Latn,1.186,tar_Latn,0.3738,10,0,0.0,mid
pir_Latn,Latn,17355,4.239,2.7928,-0.814,0.2,13,0.7569,gvc_Latn,0.7569,gvc_Latn,0.723,13,0,0.0,mid
pis_Latn,Latn,100000,5.0,2.84,-0.153,0.2,42,0.535,bis_Latn,,,,528,4,0.008,head
pjt_Latn,Latn,19780,4.296,2.7507,-1.404,0.2,0,1.0138,diu_Latn,1.2318,wbp_Latn,0.9491,11,0,0.0,head
pkb_Latn,Latn,13429,4.128,2.9453,1.32,0.2,142,0.6438,nyf_Latn,0.6438,nyf_Latn,0.9822,13,0,0.0,mid
plg_Latn,Latn,15999,4.204,2.8594,0.118,0.2,24,0.6974,moc_Latn,0.6974,moc_Latn,0.8864,18,0,0.0,mid
pls_Latn,Latn,36929,4.567,2.8553,0.061,0.2,20,0.6688,pps_Latn,1.1077,spa_Latn,0.3693,32,0,0.0,head
plt_Latn,Latn,100000,5.0,2.8811,0.421,0.2,51,0.5359,skg_Latn,,,,248,4,0.016,head
plu_Latn,Latn,22814,4.358,2.8651,0.197,0.2,35,0.9154,thv_Latn,1.0616,bjn_Latn,0.825,12,0,0.0,head
plw_Latn,Latn,18070,4.257,2.9248,1.033,0.2,67,0.8625,mgm_Latn,0.9139,pam_Latn,0.5288,14,0,0.0,head
pma_Latn,Latn,31148,4.493,2.8746,0.33,0.2,25,0.9083,tvk_Latn,1.1261,bre_Latn,0.9332,13,0,0.0,head
pmf_Latn,Latn,13325,4.125,2.8534,0.034,0.2,42,0.8324,kzf_Latn,0.9392,lew_Latn,0.9957,14,0,0.0,mid
pmq_Latn,Latn,315,2.5,3.2727,5.902,0.2,260,0.4225,tzl_Latn,0.4569,max_Latn,0.9459,0,0,0.0,flat_magnet
pms_Latn,Latn,26149,4.417,2.9985,2.064,0.2,242,0.3051,lmo_Latn,0.3051,lmo_Latn,0.4467,28,11,0.379,head
pmx_Latn,Latn,30033,4.478,2.762,-1.245,0.2,4,0.9681,mni_Latn,1.0023,tcz_Latn,0.4376,29,0,0.0,head
pnb_Arab,Arab,100000,5.0,2.8407,0.012,0.2,26,0.1966,urd_Arab,,,,255,12,0.047,twin
pne_Latn,Latn,17790,4.25,2.7795,-1.0,0.2,14,0.9652,mgm_Latn,1.1509,ban_Latn,0.4257,14,0,0.0,mid
pnt_Grek,Grek,846,2.928,3.0043,4.376,0.2,78,0.2467,ell_Grek,0.2467,ell_Grek,0.0085,0,18,18.0,flat_magnet
pny_Latn,Latn,11061,4.044,2.7832,-0.948,0.2,23,0.8774,bfd_Latn,0.8774,bfd_Latn,0.6207,9,0,0.0,mid
poe_Latn,Latn,34622,4.539,2.8087,-0.591,0.2,1,0.8038,pps_Latn,1.039,pls_Latn,0.9375,21,0,0.0,head
poh_Latn,Latn,57259,4.758,2.8594,0.119,0.2,6,0.7029,acr_Latn,0.7029,acr_Latn,0.8424,44,0,0.0,head
poi_Latn,Latn,24578,4.391,2.8165,-0.483,0.2,6,0.9797,zpj_Latn,1.1928,arg_Latn,0.9484,7,0,0.0,head
pol_Latn,Latn,100000,5.0,2.8825,0.441,0.2,89,0.3593,szl_Latn,,,,3787,9,0.002,head
pon_Latn,Latn,100000,5.0,2.8754,0.342,0.2,49,0.921,goh_Latn,,,,351,0,0.0,head
por_Latn,Latn,100000,5.0,2.9891,1.934,0.2,200,0.2278,glg_Latn,,,,4629,38,0.008,twin
pos_Latn,Latn,4298,3.633,2.8714,0.287,0.2,76,0.7706,tzl_Latn,0.9411,ext_Latn,0.4945,5,0,0.0,mid
pot_Latn,Latn,3543,3.549,2.8164,-0.483,0.2,71,0.7831,yup_Latn,0.9928,gos_Latn,0.8979,5,0,0.0,mid
pov_Latn,Latn,23414,4.369,2.916,0.911,0.2,190,0.4434,kea_Latn,0.4434,kea_Latn,0.2341,21,5,0.227,head
poy_Latn,Latn,11062,4.044,2.9334,1.153,0.2,159,0.6918,wmw_Latn,0.6918,wmw_Latn,0.6216,10,0,0.0,mid
ppk_Latn,Latn,13248,4.122,2.8475,-0.048,0.2,53,0.8451,kzf_Latn,0.8495,npy_Latn,0.9995,15,0,0.0,mid
